source_path,destination_path,classification,status,sha256,action,reason,error
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/cleanup.txt,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/cleanup.txt,Output contracts,legacy/deprecated,f36070de2103f02eebdb671b5acdbb220c7550abf222311036388c8bb0e49e25,copied,legacy_or_conflict,
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/db_schema_check.txt,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/db_schema_check.txt,Output contracts,legacy/deprecated,e0ae1d792ff3f444f89c6dce46e744ded97b2435508a30c6e9fb6a39e87fdf26,copied,legacy_or_conflict,
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/endpoint_check.txt,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/endpoint_check.txt,Output contracts,legacy/deprecated,81b60479b50796dc86173eda6934b8862924d565b34539808fb7413886bbc8d2,copied,legacy_or_conflict,
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/expire.json,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/expire.json,Output contracts,legacy/deprecated,98efee72e56f11192644d690787ce4606673437568066fee9670e369b37416a0,copied,legacy_or_conflict,
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/openapi.json,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/openapi.json,Output contracts,legacy/deprecated,2df8ae8721ccf8d31d220f8ef65271fbd85d232ad3068b34b006e2d0df421fd0,copied,legacy_or_conflict,
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/openapi_check.txt,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/openapi_check.txt,Output contracts,legacy/deprecated,29f6fe1979f1e74c8fc4e6c3f68e4bd9250259d5d44187d58565b8cc20002c31,copied,legacy_or_conflict,
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/revoke_after.json,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/revoke_after.json,Output contracts,legacy/deprecated,544bc38e2d87b2f32cc7e518607a01cb2bde3d6348b9bbdec0f41e7846705dac,copied,legacy_or_conflict,
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/revoke_before.json,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/revoke_before.json,Output contracts,legacy/deprecated,b4525d8cef7de0dd930402db66f8d79f3fbbaa3b825c92102651611b3b3beb53,copied,legacy_or_conflict,
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/revoke_response.json,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/revoke_response.json,Output contracts,legacy/deprecated,a29ee2b15c494311c52521766e44af56a3ad2248e7a8ab465e5206463c13d288,copied,legacy_or_conflict,
/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/seed.json,/root/workspace/audit/STELL_SYSTEM_CORE/09_legacy_archive/var/www/stellcodex/evidence/v6_fix_04_share_contract_20260227_003753/seed.json,Output contracts,legacy/deprecated,86a23827a6bb670325d050d8768409996369d0d18a5ed662de054056956c7c26,copied,legacy_or_conflict,
/var/www/stellcodex/security/rbac.policy.json,/root/workspace/audit/STELL_SYSTEM_CORE/03_global_policies/var/www/stellcodex/security/rbac.policy.json,Global policies,active,8ebc09d462422ad007890c46e4bb67419a88acc777d65d6a4ddc127beb7a4b47,copied,active,
/root/stell/cloudflare/worker.js,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/stell/cloudflare/worker.js,Worker prompts,active,1ed5dbd4886b50d5dca1d2ed8976eb52f9e4d21a26bbf235483eeaf303584963,copied,active,
/root/stell/webhook/identity_guard.py,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/stell/webhook/identity_guard.py,Worker prompts,active,51b2b3424617b073822da6fdfddd4fde74b142244b5b3241b8f9361fdfc5a875,copied,active,
/root/stell/webhook/main.py,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/stell/webhook/main.py,Worker prompts,active,8264b6abaeb41e7096b5c8b250a0f3cebc08664ba6c597207782abba037504ab,copied,active,
/root/workspace/_truth/03_STELL_AI_OPERATING_MODEL.md,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/workspace/_truth/03_STELL_AI_OPERATING_MODEL.md,Tool policies,active,269e0b0e486a35b8f1f4a3b57ed754901055846f36212255e64b13c171c78d3a,copied,active,
/root/workspace/_truth/05_API_CONTRACTS.md,/root/workspace/audit/STELL_SYSTEM_CORE/07_output_contracts/root/workspace/_truth/05_API_CONTRACTS.md,Output contracts,active,921df95d87f5acd2725628272bc2e06109d0b1fd573680f0dd52a6a7ad1e555e,copied,active,
/root/workspace/_truth/07_BACKUP_AND_DRIVE_SYNC.md,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/workspace/_truth/07_BACKUP_AND_DRIVE_SYNC.md,Tool policies,active,1f234b1805311da1dcadfa98b4236cfe72164f4ffa8d572204632e856bae5dd3,copied,active,
/root/workspace/_truth/09_SECURITY_AND_ACCESS.md,/root/workspace/audit/STELL_SYSTEM_CORE/03_global_policies/root/workspace/_truth/09_SECURITY_AND_ACCESS.md,Global policies,active,6fb9ab739d1134eea77f9a21077deee84980e94b6baf0b17e6eacc35160575ba,copied,active,
/root/workspace/_truth/15_AGENT_GOVERNANCE_AND_IDENTITY.md,/root/workspace/audit/STELL_SYSTEM_CORE/02_constitution/root/workspace/_truth/15_AGENT_GOVERNANCE_AND_IDENTITY.md,Constitution,active,d408f2c9bd9aca17f9bab2b1ed543769d6fe77e66db564e24e91ef24c090fdd6,copied,active,
/root/workspace/ops/orchestra/autopilot.sh,/root/workspace/audit/STELL_SYSTEM_CORE/06_tasks/root/workspace/ops/orchestra/autopilot.sh,Task prompts,active,61505ea12a43c0f8bd64a335b757d69b74eb075bb3b761698cf30b4c608b8631,copied,active,
/root/workspace/ops/orchestra/litellm.config.yaml,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/workspace/ops/orchestra/litellm.config.yaml,Worker prompts,active,40cbfbf2dc52af14d1082e6a84b28e399579a3a1cd57797c90b75b466d431bdc,copied,active,
/root/workspace/ops/orchestra/orchestra.sh,/root/workspace/audit/STELL_SYSTEM_CORE/06_tasks/root/workspace/ops/orchestra/orchestra.sh,Task prompts,active,73bffba3618cec85c546a5bba2d91a4b3d810ce31b6a60f8e50d45544d69f9d1,copied,active,
/root/workspace/ops/orchestra/orchestrator/app.py,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/workspace/ops/orchestra/orchestrator/app.py,Worker prompts,active,5701add2be0a43e7ccc1bedcb7e523f8b45005e03331a53cff2e8f4885346a67,copied,active,
/root/workspace/ops/orchestra/orchestrator/profiler.py,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/workspace/ops/orchestra/orchestrator/profiler.py,Worker prompts,active,26a58260cf97f7069ec2dcabd5a0a702b2f35c3e258ff9aebada6089e2746627,copied,active,
/root/workspace/ops/orchestra/orchestrator/router.py,/root/workspace/audit/STELL_SYSTEM_CORE/04_roles/root/workspace/ops/orchestra/orchestrator/router.py,Role definitions,active,006c488a56764d94bf0720e33ee9eb9adfdd47fb40dc56ab24987607c578c3ea,copied,active,
/root/workspace/ops/orchestra/state/model_profiles.json,/root/workspace/audit/STELL_SYSTEM_CORE/04_roles/root/workspace/ops/orchestra/state/model_profiles.json,Role definitions,active,6f030b817bbc47af931b9f1f996b48613c3fd7d34a588b0c60cea7a9b15ed489,copied,active,
/root/workspace/ops/orchestra/docker-compose.yml,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/workspace/ops/orchestra/docker-compose.yml,Tool policies,active,b4a372230da776eca05919f5595784d47ed255481daa6d561a16e0fd63f33906,copied,strict-centralized-enforcement,
/root/stell/.github/workflows/ci.yml,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/stell/.github/workflows/ci.yml,Tool policies,active,7ed5ba7ef64cab7cfa27e0c140609fee95fd6c521386509c27533db2f2daa7e4,copied,strict-centralized-enforcement,
/root/stell/knowledge/operations/stellcodex-platform.md,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/stell/knowledge/operations/stellcodex-platform.md,Tool policies,active,287836f610b17c8adccf74d69d20de9e3ad4cbcd2d9f9e38e341f1e830e10c17,copied,strict-centralized-enforcement,
/root/stell/knowledge/products/stellcodex-overview.md,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/stell/knowledge/products/stellcodex-overview.md,Tool policies,active,2ceb33591bbf5dfc82524aca6bbbb641b100382f41dd2d957f12145eeb8239bb,copied,strict-centralized-enforcement,
/root/stell/knowledge/automation/ai-models.md,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/stell/knowledge/automation/ai-models.md,Tool policies,active,fedd4bc0539dd7361fdfff1cf1dbffa8672b2073b51a8fcf2ea45f651e9a32f9,copied,strict-centralized-enforcement,
/root/stell/scripts/prompt_drift_guard.py,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/stell/scripts/prompt_drift_guard.py,Tool policies,active,c2ccca92d22b076b8de1be50441fdf4e1117eb50e492fad2fd10b50d2554faf9,copied,strict-centralized-enforcement,
/root/workspace/_truth/00_SYSTEM_STATE.md,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/workspace/_truth/00_SYSTEM_STATE.md,Tool policies,active,2ab8f5df99260d397b6f4f1d39e23d337801e890275468ba436b7fb969978c12,copied,strict-centralized-enforcement,
/root/workspace/_truth/08_DISASTER_RECOVERY_RUNBOOK.md,/root/workspace/audit/STELL_SYSTEM_CORE/08_tool_policies/root/workspace/_truth/08_DISASTER_RECOVERY_RUNBOOK.md,Tool policies,active,98574f0895adfd6a88a4d4f157246396adf68dc0bd4c22ac58943d8b9b68db1b,copied,strict-centralized-enforcement,
/root/stell/stell_brain.py,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/stell/stell_brain.py,Worker prompts,active,bdf77690f538a2835f69b3c10e57d75488eedb7f9309bfd8c4fbaf03bd7c5b71,copied,strict-centralized-enforcement,
/root/stell/stell_ai_memory.py,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/stell/stell_ai_memory.py,Worker prompts,active,db2b1abe89ad5ea2b47d4f94bd7d75f2461dca08babd7c9a7373f2209037ede7,copied,strict-centralized-enforcement,
/root/stell/stell_ai_planner.py,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/stell/stell_ai_planner.py,Worker prompts,active,fff308ff9f6d944aca8eae1c7936daf08eba3c58fb49775e55ecc02617eb74c9,copied,strict-centralized-enforcement,
/root/stell/webhook/ecosystem.config.js,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/stell/webhook/ecosystem.config.js,Worker prompts,active,c9f0b678387846019979e2c2a63a279952cda45689ded95e5e7edcabba874f28,copied,strict-centralized-enforcement,
/root/workspace/ops/orchestra/orchestrator/prompt_templates.json,/root/workspace/audit/STELL_SYSTEM_CORE/05_workers/root/workspace/ops/orchestra/orchestrator/prompt_templates.json,Worker prompts,active,3c12c5bf44fe23503e0a12c6ae9cd9003a218347dd247d8e93d70b644081f7ea,copied,strict-centralized-enforcement,
